1000996	1000996
1019244	1019244
1025603	1025603
1036634	1036634
1036772	1036772
1036902	1036902
1042590	1042590
1044057	1044057
1062002	1062002
1067404	1067404
1073262	1073262
1073285	1073285
1093369	1093369
1093627	1093627
1096551	1096551
1106872	1106872
1111578	1111578
1122913	1122913
1129680	1129680
1133386	1133386
1134145	1134145
1160193	1160193
1179166	1179166
1186199	1186199
1190304	1190304
1196612	1196612
1204306	1204306
1219578	1219578
1227693	1227693
1238051	1238051
1253223	1253223
1265080	1265080
1273272	1273272
1296085	1296085
1306437	1306437
1311841	1311841
1314075	1314075
1322156	1322156
1327450	1327450
1340425	1340425
1340608	1340608
1343174	1343174
1349513	1349513
1350851	1350851
1351158	1351158
1362518	1362518
1365869	1365869
1372715	1372715
1375233	1375233
1375352	1375352
1423146	1423146
1424258	1424258
1448764	1448764
1450060	1450060
1453001	1453001
1454419	1454419
1461130	1461130
1471301	1471301
1495245	1495245
1502395	1502395
1518846	1518846
1547938	1547938
1554052	1554052
1569583	1569583
1583774	1583774
1595841	1595841
1604753	1604753
1605913	1605913
1612360	1612360
1613965	1613965
1620501	1620501
1621563	1621563
1647281	1647281
1650636	1650636
1670960	1670960
1671296	1671296
1674838	1674838
1698091	1698091
1703931	1703931
1710349	1710349
1715583	1715583
1718653	1718653
1734742	1734742
1737098	1737098
1746843	1746843
1753060	1753060
1764043	1764043
1782281	1782281
1784979	1784979
1786523	1786523
1799310	1799310
1805217	1805217
1820683	1820683
1836101	1836101
1861608	1861608
1864742	1864742
1872555	1872555
1878942	1878942
1880505	1880505
1883856	1883856
1909353	1909353
1946336	1946336
1953449	1953449
1954249	1954249
1968167	1968167
1980463	1980463
1981620	1981620
1987336	1987336
1988013	1988013
1994210	1994210
2010473	2010473
2015208	2015208
2016051	2016051
2016239	2016239
2016615	2016615
2019097	2019097
2074613	2074613
2081963	2081963
2093768	2093768
2101125	2101125
2106343	2106343
2110840	2110840
2127644	2127644
2129130	2129130
2133505	2133505
2147583	2147583
2154968	2154968
2157469	2157469
2158377	2158377
2159223	2159223
2168968	2168968
2169853	2169853
2176487	2176487
2180709	2180709
2183735	2183735
2189568	2189568
2213599	2213599
2219723	2219723
2220793	2220793
2222243	2222243
2225029	2225029
2226827	2226827
2228599	2228599
2253698	2253698
2277916	2277916
2280072	2280072
2308508	2308508
2321347	2321347
2326895	2326895
2333699	2333699
2335169	2335169
2342982	2342982
2343197	2343197
2344844	2344844
2382659	2382659
2384621	2384621
2391153	2391153
2395840	2395840
2403880	2403880
2404882	2404882
2407635	2407635
2409920	2409920
2414857	2414857
2417562	2417562
2434551	2434551
2442544	2442544
2445535	2445535
2448251	2448251
2460188	2460188
2468354	2468354
2473768	2473768
2475622	2475622
2476867	2476867
2477685	2477685
2527891	2527891
2532229	2532229
2532896	2532896
2537225	2537225
2545933	2545933
2565846	2565846
2584015	2584015
2590979	2590979
2592050	2592050
2601789	2601789
2611431	2611431
2619811	2619811
2622603	2622603
2630332	2630332
2638690	2638690
2647305	2647305
2670113	2670113
2672477	2672477
2674046	2674046
2688248	2688248
2700011	2700011
2700601	2700601
2708509	2708509
2714967	2714967
2720124	2720124
2739389	2739389
2743120	2743120
2743392	2743392
2757776	2757776
2761200	2761200
2771220	2771220
2772498	2772498
2787896	2787896
2796402	2796402
2813866	2813866
2827577	2827577
2831139	2831139
2832956	2832956
2836356	2836356
2856726	2856726
2864089	2864089
2866822	2866822
2871752	2871752
2881822	2881822
2882015	2882015
2900485	2900485
2921041	2921041
2929608	2929608
2949914	2949914
2958960	2958960
2961781	2961781
2974799	2974799
2989361	2989361
2991389	2991389
2994462	2994462
3010195	3010195
3031478	3031478
3044885	3044885
3066857	3066857
3073605	3073605
3082710	3082710
3082836	3082836
3088470	3088470
3092778	3092778
3099027	3099027
3118530	3118530
3123323	3123323
3154139	3154139
3181437	3181437
3191323	3191323
3194936	3194936
3197691	3197691
3207493	3207493
3223457	3223457
3225480	3225480
3226126	3226126
3229258	3229258
3230228	3230228
3244370	3244370
3255874	3255874
3256613	3256613
3263124	3263124
3274643	3274643
3281379	3281379
3283384	3283384
3288847	3288847
3298326	3298326
3319491	3319491
3335580	3335580
3339060	3339060
3341214	3341214
3346711	3346711
3351098	3351098
3352970	3352970
3353830	3353830
3377370	3377370
3385082	3385082
3393832	3393832
3406002	3406002
3411261	3411261
3418739	3418739
3434950	3434950
3436610	3436610
3443099	3443099
3444448	3444448
3446098	3446098
3447141	3447141
3448298	3448298
3477480	3477480
3483901	3483901
3487146	3487146
3489851	3489851
3491948	3491948
3498699	3498699
3499945	3499945
3500989	3500989
3503376	3503376
3517671	3517671
3522766	3522766
3527584	3527584
3529405	3529405
3554861	3554861
3562584	3562584
3567037	3567037
3611222	3611222
3624157	3624157
3632213	3632213
3646649	3646649
3658367	3658367
3663776	3663776
3665633	3665633
3676912	3676912
3681753	3681753
3683478	3683478
3713034	3713034
3715271	3715271
3732632	3732632
3735235	3735235
3743703	3743703
3756602	3756602
3757106	3757106
3791319	3791319
3791390	3791390
3792290	3792290
3805826	3805826
3812045	3812045
3814026	3814026
3826230	3826230
3857764	3857764
3887902	3887902
3961168	3961168
3976717	3976717
3979369	3979369
3979417	3979417
3984638	3984638
3992797	3992797
3994333	3994333
4015945	4015945
4016720	4016720
4022408	4022408
4043494	4043494
4045346	4045346
4046012	4046012
4049964	4049964
4062544	4062544
4064657	4064657
4067001	4067001
4088362	4088362
4113956	4113956
4144767	4144767
4150117	4150117
4153270	4153270
4158312	4158312
4165971	4165971
4190440	4190440
4195030	4195030
4202713	4202713
4209189	4209189
4212654	4212654
4220108	4220108
4222014	4222014
4226666	4226666
4228307	4228307
4231927	4231927
4236922	4236922
4244951	4244951
4246323	4246323
4266689	4266689
4271164	4271164
4296422	4296422
4306564	4306564
4316278	4316278
4324618	4324618
4329430	4329430
4335519	4335519
4346385	4346385
4348636	4348636
4355783	4355783
4355964	4355964
4367639	4367639
4385522	4385522
4395475	4395475
4406134	4406134
4406909	4406909
4414866	4414866
4427206	4427206
4437961	4437961
4440648	4440648
4448311	4448311
4466621	4466621
4467024	4467024
4468006	4468006
4479355	4479355
4506406	4506406
4532176	4532176
4533166	4533166
4544052	4544052
4547119	4547119
4573520	4573520
4595288	4595288
4601418	4601418
4602612	4602612
4602830	4602830
4607504	4607504
4615375	4615375
4630865	4630865
4640970	4640970
4644934	4644934
4645708	4645708
4661791	4661791
4664239	4664239
4665882	4665882
4710654	4710654
4722414	4722414
4734468	4734468
4735164	4735164
4735568	4735568
4741238	4741238
4743607	4743607
4748668	4748668
4748815	4748815
4754944	4754944
4781546	4781546
4782097	4782097
4783961	4783961
4784404	4784404
4796026	4796026
4805402	4805402
4817303	4817303
4820964	4820964
4823192	4823192
4824659	4824659
4837663	4837663
4857894	4857894
4881076	4881076
4886517	4886517
4893302	4893302
4915606	4915606
4920454	4920454
4930390	4930390
4937422	4937422
4944240	4944240
4959185	4959185
4966657	4966657
4973212	4973212
4992734	4992734
5005074	5005074
5013578	5013578
5028637	5028637
5029644	5029644
5034206	5034206
5059812	5059812
5061345	5061345
5070118	5070118
5073947	5073947
5083855	5083855
5090824	5090824
5092094	5092094
5104850	5104850
5122844	5122844
5152378	5152378
5152456	5152456
5153115	5153115
5165021	5165021
5168706	5168706
5200775	5200775
5204380	5204380
5230005	5230005
5239051	5239051
5270455	5270455
5276036	5276036
5276203	5276203
5276889	5276889
5284210	5284210
5284477	5284477
5292728	5292728
5307121	5307121
5308629	5308629
5311676	5311676
5331467	5331467
5352158	5352158
5372734	5372734
5375703	5375703
5383251	5383251
5395299	5395299
5396320	5396320
