1000996	1000996
1016002	1016002
1019244	1019244
1021480	1021480
1022211	1022211
1022781	1022781
1024799	1024799
1025603	1025603
1028635	1028635
1033500	1033500
1033972	1033972
1035699	1035699
1036634	1036634
1036772	1036772
1036902	1036902
1040860	1040860
1042590	1042590
1044057	1044057
1044178	1044178
1047060	1047060
1062002	1062002
1067404	1067404
1073262	1073262
1073285	1073285
1076140	1076140
1078566	1078566
1080741	1080741
1093369	1093369
1093391	1093391
1093526	1093526
1093627	1093627
1096551	1096551
1097098	1097098
1102713	1102713
1106872	1106872
1110631	1110631
1111578	1111578
1112725	1112725
1118979	1118979
1122913	1122913
1129680	1129680
1133386	1133386
1134145	1134145
1151326	1151326
1160193	1160193
1163517	1163517
1172871	1172871
1179166	1179166
1186199	1186199
1190304	1190304
1192548	1192548
1196612	1196612
1198879	1198879
1204306	1204306
1208254	1208254
1209070	1209070
1209802	1209802
1211928	1211928
1219578	1219578
1221228	1221228
1224189	1224189
1224572	1224572
1227693	1227693
1228237	1228237
1231466	1231466
1238051	1238051
1241088	1241088
1248115	1248115
1253223	1253223
1263712	1263712
1265080	1265080
1265539	1265539
1265992	1265992
1273272	1273272
1279672	1279672
1281395	1281395
1288436	1288436
1295345	1295345
1296085	1296085
1299819	1299819
1306437	1306437
1311841	1311841
1314075	1314075
1322156	1322156
1322623	1322623
1324328	1324328
1327188	1327188
1327450	1327450
1327658	1327658
1330965	1330965
1338688	1338688
1340425	1340425
1340608	1340608
1343174	1343174
1346010	1346010
1346427	1346427
1348626	1348626
1349513	1349513
1349535	1349535
1350851	1350851
1351158	1351158
1352678	1352678
1357378	1357378
1360976	1360976
1362305	1362305
1362518	1362518
1365028	1365028
1365869	1365869
1367851	1367851
1372715	1372715
1373594	1373594
1374631	1374631
1375233	1375233
1375352	1375352
1375535	1375535
1380222	1380222
1380377	1380377
1385218	1385218
1389396	1389396
1390129	1390129
1401234	1401234
1405650	1405650
1423135	1423135
1423146	1423146
1423475	1423475
1424473	1424473
1431212	1431212
1432129	1432129
1432269	1432269
1433987	1433987
1441752	1441752
1448682	1448682
1448764	1448764
1450060	1450060
1453001	1453001
1454419	1454419
1456497	1456497
1458544	1458544
1461130	1461130
1461465	1461465
1468942	1468942
1469450	1469450
1471301	1471301
1483944	1483944
1486940	1486940
1489390	1489390
1489917	1489917
1493589	1493589
1493885	1493885
1495245	1495245
1502395	1502395
1503387	1503387
1503954	1503954
1508745	1508745
1515000	1515000
1517795	1517795
1518846	1518846
1526936	1526936
1528762	1528762
1534702	1534702
1547938	1547938
1549847	1549847
1554052	1554052
1559614	1559614
1560125	1560125
1560919	1560919
1564209	1564209
1566543	1566543
1569583	1569583
1571245	1571245
1576298	1576298
1583774	1583774
1592467	1592467
1594271	1594271
1595841	1595841
1604753	1604753
1607738	1607738
1612360	1612360
1612948	1612948
