1000996	1000996
1019244	1019244
1021480	1021480
1022211	1022211
1025603	1025603
1035699	1035699
1036634	1036634
1036772	1036772
1036902	1036902
1040860	1040860
1042590	1042590
1044057	1044057
1047060	1047060
1062002	1062002
1067404	1067404
1073262	1073262
1073285	1073285
1093369	1093369
1093627	1093627
1096551	1096551
1106872	1106872
1111578	1111578
1118979	1118979
1122913	1122913
1129680	1129680
1133386	1133386
1134145	1134145
1151326	1151326
1160193	1160193
1179166	1179166
1186199	1186199
1190304	1190304
1192548	1192548
1196612	1196612
1204306	1204306
1219578	1219578
1224572	1224572
1227693	1227693
1231466	1231466
1238051	1238051
1253223	1253223
1263712	1263712
1265080	1265080
1265539	1265539
1273272	1273272
1279672	1279672
1281395	1281395
1295345	1295345
1296085	1296085
1306437	1306437
1311841	1311841
1314075	1314075
1322156	1322156
1322623	1322623
1324328	1324328
1327450	1327450
1327658	1327658
1340425	1340425
1340608	1340608
1343174	1343174
1348626	1348626
1349513	1349513
1350851	1350851
1351158	1351158
1352678	1352678
1362518	1362518
1365869	1365869
1372715	1372715
1373594	1373594
1375233	1375233
1375352	1375352
1380222	1380222
1380377	1380377
1385218	1385218
1389396	1389396
1405650	1405650
1423146	1423146
1424258	1424258
1424473	1424473
1431212	1431212
1432269	1432269
1448682	1448682
1448764	1448764
1450060	1450060
1453001	1453001
1454419	1454419
1461130	1461130
1461465	1461465
1468942	1468942
1471301	1471301
1486940	1486940
1489390	1489390
1489917	1489917
1495245	1495245
1502395	1502395
1503954	1503954
1508745	1508745
1517795	1517795
1518846	1518846
1547938	1547938
1554052	1554052
1560125	1560125
1564209	1564209
1566543	1566543
1569583	1569583
1583774	1583774
1595841	1595841
1604753	1604753
1605913	1605913
1612360	1612360
1613965	1613965
1617893	1617893
1620501	1620501
1621563	1621563
1626778	1626778
1627989	1627989
1636061	1636061
1640902	1640902
1647281	1647281
1650636	1650636
1653129	1653129
1670960	1670960
1671296	1671296
1674838	1674838
1694482	1694482
1698091	1698091
1701746	1701746
1703931	1703931
1710349	1710349
1715583	1715583
1718653	1718653
1726116	1726116
1734742	1734742
1737098	1737098
1744073	1744073
1746843	1746843
1753060	1753060
1759091	1759091
1764043	1764043
1777991	1777991
1782281	1782281
1783169	1783169
1784470	1784470
1784979	1784979
1786523	1786523
1794182	1794182
1799310	1799310
1805217	1805217
1819460	1819460
1820683	1820683
1836101	1836101
1861608	1861608
1864742	1864742
1872555	1872555
1878942	1878942
1880505	1880505
1883856	1883856
1899953	1899953
1905326	1905326
1909353	1909353
1916821	1916821
1918534	1918534
1946336	1946336
1952134	1952134
1953449	1953449
1954249	1954249
1956768	1956768
1968167	1968167
1980463	1980463
1981620	1981620
1987336	1987336
1988013	1988013
1994210	1994210
1997021	1997021
2010473	2010473
2015208	2015208
2016051	2016051
2016239	2016239
2016615	2016615
2019097	2019097
2033751	2033751
2074060	2074060
2074613	2074613
2081963	2081963
2093768	2093768
2101125	2101125
2106343	2106343
2110840	2110840
2127644	2127644
2129130	2129130
2133505	2133505
2139660	2139660
2142811	2142811
2147583	2147583
2154968	2154968
2157469	2157469
2158377	2158377
2159223	2159223
2160113	2160113
2161575	2161575
2163271	2163271
2166962	2166962
2168968	2168968
2169853	2169853
2176487	2176487
2180709	2180709
2183735	2183735
2189568	2189568
2190632	2190632
2198633	2198633
2210381	2210381
2213599	2213599
2218707	2218707
2219723	2219723
2220793	2220793
2222243	2222243
2225029	2225029
2226827	2226827
2228599	2228599
2233000	2233000
2237272	2237272
2239139	2239139
2248703	2248703
2253698	2253698
2270045	2270045
2275882	2275882
2277916	2277916
2280072	2280072
2284794	2284794
2301183	2301183
2304003	2304003
2308508	2308508
2321347	2321347
2321635	2321635
2326895	2326895
2333699	2333699
2335169	2335169
2337151	2337151
2342982	2342982
2343197	2343197
2344844	2344844
2373013	2373013
2380584	2380584
2382659	2382659
2384621	2384621
2390329	2390329
2391153	2391153
2395840	2395840
2403880	2403880
2404882	2404882
2407635	2407635
2409920	2409920
2411899	2411899
2414857	2414857
2417562	2417562
2419201	2419201
2423627	2423627
2424635	2424635
2434551	2434551
2440404	2440404
2442544	2442544
2445535	2445535
2446814	2446814
2448251	2448251
2460188	2460188
2466215	2466215
2467931	2467931
2467979	2467979
2468354	2468354
2469074	2469074
2473768	2473768
2475622	2475622
2476867	2476867
2477685	2477685
2505819	2505819
2527797	2527797
2527891	2527891
2532229	2532229
2532896	2532896
2536218	2536218
2537225	2537225
2545933	2545933
2558916	2558916
2565846	2565846
2584015	2584015
2590803	2590803
2590979	2590979
2592050	2592050
2601789	2601789
2611431	2611431
2619811	2619811
2622603	2622603
2630332	2630332
2638690	2638690
2640011	2640011
2647305	2647305
2647828	2647828
2651437	2651437
2666983	2666983
2670113	2670113
2672477	2672477
2674046	2674046
2682726	2682726
2688248	2688248
2700011	2700011
2700601	2700601
2708509	2708509
2714967	2714967
2720124	2720124
2736473	2736473
2739389	2739389
2743120	2743120
2743392	2743392
2757776	2757776
2761200	2761200
2770777	2770777
2771220	2771220
2772498	2772498
2787896	2787896
2789555	2789555
2796402	2796402
2813866	2813866
2827577	2827577
2831139	2831139
2832956	2832956
2836356	2836356
2856726	2856726
2864089	2864089
2866822	2866822
2871752	2871752
2881822	2881822
2882015	2882015
2884749	2884749
2900485	2900485
2912268	2912268
2921041	2921041
2929608	2929608
2945706	2945706
2949914	2949914
2958960	2958960
2961781	2961781
2974799	2974799
2975327	2975327
2989361	2989361
2991389	2991389
2994462	2994462
3006589	3006589
3009256	3009256
3010195	3010195
3019437	3019437
3031478	3031478
3044851	3044851
3044885	3044885
3046243	3046243
3066857	3066857
3073605	3073605
3082710	3082710
3082836	3082836
3083307	3083307
3088470	3088470
3092778	3092778
3099027	3099027
3118530	3118530
3119831	3119831
3123323	3123323
3124313	3124313
3141231	3141231
3149779	3149779
3154139	3154139
3176591	3176591
3181437	3181437
3191323	3191323
3194936	3194936
3197691	3197691
3207493	3207493
3216414	3216414
3223457	3223457
3224946	3224946
3225480	3225480
3226126	3226126
3229258	3229258
3229505	3229505
3230228	3230228
3230951	3230951
3244370	3244370
3255874	3255874
3256613	3256613
3263124	3263124
3274643	3274643
3281379	3281379
3283384	3283384
3288847	3288847
3298326	3298326
3311434	3311434
3319491	3319491
3325070	3325070
3332136	3332136
3332560	3332560
3335580	3335580
3339060	3339060
3341214	3341214
3346711	3346711
3350027	3350027
3351098	3351098
3352970	3352970
3353830	3353830
3365780	3365780
3377370	3377370
3383116	3383116
3384119	3384119
3385082	3385082
3387414	3387414
3388277	3388277
3393832	3393832
3399619	3399619
3403791	3403791
3406002	3406002
3411261	3411261
3411359	3411359
3418739	3418739
3431208	3431208
3434950	3434950
3436610	3436610
3443099	3443099
3444448	3444448
3446098	3446098
3447141	3447141
3448298	3448298
3450140	3450140
3452380	3452380
3455511	3455511
3465823	3465823
3466865	3466865
3467789	3467789
3477480	3477480
3478449	3478449
3483240	3483240
3483901	3483901
3486632	3486632
3487146	3487146
3489851	3489851
3491948	3491948
3493403	3493403
3498699	3498699
3499945	3499945
3500989	3500989
3503376	3503376
3503670	3503670
3509378	3509378
3517671	3517671
3522766	3522766
3527584	3527584
3529405	3529405
3541814	3541814
3554861	3554861
3562584	3562584
3567037	3567037
3568675	3568675
3578960	3578960
3589758	3589758
3593025	3593025
3611222	3611222
3614668	3614668
3624157	3624157
3632213	3632213
3646649	3646649
3654720	3654720
3658367	3658367
3661038	3661038
3663776	3663776
3665633	3665633
3673239	3673239
3676912	3676912
3681753	3681753
3683478	3683478
3684343	3684343
3698453	3698453
3713034	3713034
3715271	3715271
3732632	3732632
